LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
POL,HUR,TOT,PC_LF,M,2014-06,9.2,
POL,HUR,TOT,PC_LF,M,2014-07,8.9,
POL,HUR,TOT,PC_LF,M,2014-08,8.6,
POL,HUR,TOT,PC_LF,M,2014-09,8.5,
POL,HUR,TOT,PC_LF,M,2014-10,8.5,
POL,HUR,TOT,PC_LF,M,2014-11,8.5,
POL,HUR,TOT,PC_LF,M,2014-12,8.4,
POL,HUR,TOT,PC_LF,M,2015-01,8.4,
POL,HUR,TOT,PC_LF,M,2015-02,8.3,
POL,HUR,TOT,PC_LF,M,2015-03,8.1,
POL,HUR,TOT,PC_LF,M,2015-04,7.9,
POL,HUR,TOT,PC_LF,M,2015-05,7.7,
POL,HUR,TOT,PC_LF,M,2015-06,7.6,
POL,HUR,TOT,PC_LF,M,2015-07,7.5,
POL,HUR,TOT,PC_LF,M,2015-08,7.5,
POL,HUR,TOT,PC_LF,M,2015-09,7.4,
POL,HUR,TOT,PC_LF,M,2015-10,7.3,
POL,HUR,TOT,PC_LF,M,2015-11,7.2,
POL,HUR,TOT,PC_LF,M,2015-12,7.1,
POL,HUR,TOT,PC_LF,M,2016-01,6.8,
POL,HUR,TOT,PC_LF,M,2016-02,6.7,
POL,HUR,TOT,PC_LF,M,2016-03,6.6,
POL,HUR,TOT,PC_LF,M,2016-04,6.5,
POL,HUR,TOT,PC_LF,M,2016-05,6.4,
POL,HUR,TOT,PC_LF,M,2016-06,6.3,
POL,HUR,TOT,PC_LF,M,2016-07,6.3,
POL,HUR,TOT,PC_LF,M,2016-08,6.2,
POL,HUR,TOT,PC_LF,M,2016-09,6.1,
POL,HUR,TOT,PC_LF,M,2016-10,6,
POL,HUR,TOT,PC_LF,M,2016-11,5.7,
POL,HUR,TOT,PC_LF,M,2016-12,5.5,
POL,HUR,TOT,PC_LF,M,2017-01,5.3,
POL,HUR,TOT,PC_LF,M,2017-02,5.1,
POL,HUR,TOT,PC_LF,M,2017-03,5.1,
POL,HUR,TOT,PC_LF,M,2017-04,5.2,
POL,HUR,TOT,PC_LF,M,2017-05,5.2,
POL,HUR,TOT,PC_LF,M,2017-06,5.1,
POL,HUR,TOT,PC_LF,M,2017-07,4.9,
POL,HUR,TOT,PC_LF,M,2017-08,4.9,
POL,HUR,TOT,PC_LF,M,2017-09,4.8,
POL,HUR,TOT,PC_LF,M,2017-10,4.8,
POL,HUR,TOT,PC_LF,M,2017-11,4.6,
POL,HUR,TOT,PC_LF,M,2017-12,4.4,
POL,HUR,TOT,PC_LF,M,2018-01,4.1,
POL,HUR,TOT,PC_LF,M,2018-02,3.9,
POL,HUR,TOT,PC_LF,M,2018-03,3.8,
POL,HUR,TOT,PC_LF,M,2018-04,3.7,
POL,HUR,TOT,PC_LF,M,2018-05,3.7,
POL,HUR,TOT,PC_LF,M,2018-06,3.8,
POL,HUR,TOT,PC_LF,M,2018-07,3.9,
POL,HUR,TOT,PC_LF,M,2018-08,4,
POL,HUR,TOT,PC_LF,M,2018-09,4,
POL,HUR,TOT,PC_LF,M,2018-10,4,
POL,HUR,TOT,PC_LF,M,2018-11,3.9,
POL,HUR,TOT,PC_LF,M,2018-12,3.9,
POL,HUR,TOT,PC_LF,M,2019-01,3.8,
POL,HUR,TOT,PC_LF,M,2019-02,3.8,
POL,HUR,TOT,PC_LF,M,2019-03,3.6,
POL,HUR,TOT,PC_LF,M,2019-04,3.4,
POL,HUR,TOT,PC_LF,M,2019-05,3.3,
POL,HUR,TOT,PC_LF,M,2019-06,3.3,
POL,HUR,TOT,PC_LF,M,2019-07,3.2,
POL,HUR,TOT,PC_LF,M,2019-08,3.2,
POL,HUR,TOT,PC_LF,M,2019-09,3.1,
POL,HUR,TOT,PC_LF,M,2019-10,3.1,
POL,HUR,TOT,PC_LF,M,2019-11,3,
POL,HUR,TOT,PC_LF,M,2019-12,3,
POL,HUR,TOT,PC_LF,M,2020-01,3,
POL,HUR,TOT,PC_LF,M,2020-02,3,
POL,HUR,TOT,PC_LF,M,2020-03,3,
POL,HUR,TOT,PC_LF,M,2020-04,3.1,
POL,HUR,TOT,PC_LF,M,2020-05,3.3,
POL,HUR,TOT,PC_LF,M,2020-06,3.4,
POL,HUR,TOT,PC_LF,M,2020-07,3.4,
POL,HUR,TOT,PC_LF,M,2020-08,3.4,
POL,HUR,TOT,PC_LF,M,2020-09,3.3,
POL,HUR,TOT,PC_LF,M,2020-10,3.2,
POL,HUR,TOT,PC_LF,M,2020-11,3.2,
POL,HUR,TOT,PC_LF,M,2020-12,3.4,
POL,HUR,TOT,PC_LF,M,2021-01,3.6,
POL,HUR,TOT,PC_LF,M,2021-02,3.9,
POL,HUR,TOT,PC_LF,M,2021-03,3.9,
POL,HUR,TOT,PC_LF,M,2021-04,3.8,
POL,HUR,TOT,PC_LF,M,2021-05,3.6,
POL,HUR,TOT,PC_LF,M,2021-06,3.5,
POL,HUR,TOT,PC_LF,M,2021-07,3.2,
POL,HUR,TOT,PC_LF,M,2021-08,3.1,
POL,HUR,TOT,PC_LF,M,2021-09,3,
POL,HUR,TOT,PC_LF,M,2021-10,3,
POL,HUR,TOT,PC_LF,M,2021-11,3,
POL,HUR,TOT,PC_LF,M,2021-12,2.9,
POL,HUR,TOT,PC_LF,M,2022-01,2.8,
PRT,HUR,TOT,PC_LF,M,2010-11,12.8,
PRT,HUR,TOT,PC_LF,M,2010-12,12.7,
PRT,HUR,TOT,PC_LF,M,2011-01,12.8,
PRT,HUR,TOT,PC_LF,M,2011-02,12.8,
PRT,HUR,TOT,PC_LF,M,2011-03,13,
PRT,HUR,TOT,PC_LF,M,2011-04,13,
PRT,HUR,TOT,PC_LF,M,2011-05,13.1,
PRT,HUR,TOT,PC_LF,M,2011-06,13,
PRT,HUR,TOT,PC_LF,M,2011-07,13.1,
PRT,HUR,TOT,PC_LF,M,2011-08,13.5,
PRT,HUR,TOT,PC_LF,M,2011-09,13.9,
PRT,HUR,TOT,PC_LF,M,2011-10,14.2,
PRT,HUR,TOT,PC_LF,M,2011-11,14.6,
PRT,HUR,TOT,PC_LF,M,2011-12,15,
PRT,HUR,TOT,PC_LF,M,2012-01,15,
PRT,HUR,TOT,PC_LF,M,2012-02,15.4,
PRT,HUR,TOT,PC_LF,M,2012-03,15.7,
PRT,HUR,TOT,PC_LF,M,2012-04,16.2,
PRT,HUR,TOT,PC_LF,M,2012-05,16.2,
PRT,HUR,TOT,PC_LF,M,2012-06,16.3,
PRT,HUR,TOT,PC_LF,M,2012-07,16.5,
PRT,HUR,TOT,PC_LF,M,2012-08,17.1,
PRT,HUR,TOT,PC_LF,M,2012-09,17.1,
PRT,HUR,TOT,PC_LF,M,2012-10,17.6,
PRT,HUR,TOT,PC_LF,M,2012-11,17.8,
PRT,HUR,TOT,PC_LF,M,2012-12,18.1,
PRT,HUR,TOT,PC_LF,M,2013-01,18.2,
PRT,HUR,TOT,PC_LF,M,2013-02,18.1,
PRT,HUR,TOT,PC_LF,M,2013-03,18,
PRT,HUR,TOT,PC_LF,M,2013-04,17.8,
PRT,HUR,TOT,PC_LF,M,2013-05,17.8,
PRT,HUR,TOT,PC_LF,M,2013-06,17.5,
PRT,HUR,TOT,PC_LF,M,2013-07,17.5,
PRT,HUR,TOT,PC_LF,M,2013-08,16.8,
PRT,HUR,TOT,PC_LF,M,2013-09,16.5,
PRT,HUR,TOT,PC_LF,M,2013-10,16.3,
PRT,HUR,TOT,PC_LF,M,2013-11,16.1,
PRT,HUR,TOT,PC_LF,M,2013-12,15.7,
PRT,HUR,TOT,PC_LF,M,2014-01,15.4,
PRT,HUR,TOT,PC_LF,M,2014-02,15.4,
PRT,HUR,TOT,PC_LF,M,2014-03,15.2,
PRT,HUR,TOT,PC_LF,M,2014-04,15.1,
PRT,HUR,TOT,PC_LF,M,2014-05,14.9,
PRT,HUR,TOT,PC_LF,M,2014-06,14.9,
PRT,HUR,TOT,PC_LF,M,2014-07,14.7,
PRT,HUR,TOT,PC_LF,M,2014-08,14.1,
PRT,HUR,TOT,PC_LF,M,2014-09,13.9,
PRT,HUR,TOT,PC_LF,M,2014-10,14,
PRT,HUR,TOT,PC_LF,M,2014-11,13.9,
PRT,HUR,TOT,PC_LF,M,2014-12,14,
PRT,HUR,TOT,PC_LF,M,2015-01,14.1,
PRT,HUR,TOT,PC_LF,M,2015-02,13.9,
PRT,HUR,TOT,PC_LF,M,2015-03,13.5,
PRT,HUR,TOT,PC_LF,M,2015-04,13.2,
PRT,HUR,TOT,PC_LF,M,2015-05,12.8,
PRT,HUR,TOT,PC_LF,M,2015-06,12.7,
PRT,HUR,TOT,PC_LF,M,2015-07,12.7,
PRT,HUR,TOT,PC_LF,M,2015-08,12.7,
PRT,HUR,TOT,PC_LF,M,2015-09,12.9,
PRT,HUR,TOT,PC_LF,M,2015-10,12.8,
PRT,HUR,TOT,PC_LF,M,2015-11,12.6,
PRT,HUR,TOT,PC_LF,M,2015-12,12.5,
PRT,HUR,TOT,PC_LF,M,2016-01,12.3,
PRT,HUR,TOT,PC_LF,M,2016-02,12.4,
PRT,HUR,TOT,PC_LF,M,2016-03,12.2,
PRT,HUR,TOT,PC_LF,M,2016-04,11.9,
PRT,HUR,TOT,PC_LF,M,2016-05,11.6,
PRT,HUR,TOT,PC_LF,M,2016-06,11.4,
PRT,HUR,TOT,PC_LF,M,2016-07,11.3,
PRT,HUR,TOT,PC_LF,M,2016-08,11.2,
PRT,HUR,TOT,PC_LF,M,2016-09,11.2,
PRT,HUR,TOT,PC_LF,M,2016-10,10.9,
PRT,HUR,TOT,PC_LF,M,2016-11,10.8,
PRT,HUR,TOT,PC_LF,M,2016-12,10.3,
PRT,HUR,TOT,PC_LF,M,2017-01,10.3,
PRT,HUR,TOT,PC_LF,M,2017-02,10,
PRT,HUR,TOT,PC_LF,M,2017-03,9.9,
PRT,HUR,TOT,PC_LF,M,2017-04,9.7,
PRT,HUR,TOT,PC_LF,M,2017-05,9.5,
PRT,HUR,TOT,PC_LF,M,2017-06,9.4,
PRT,HUR,TOT,PC_LF,M,2017-07,9.2,
PRT,HUR,TOT,PC_LF,M,2017-08,9,
PRT,HUR,TOT,PC_LF,M,2017-09,8.8,
PRT,HUR,TOT,PC_LF,M,2017-10,8.6,
PRT,HUR,TOT,PC_LF,M,2017-11,8.2,
PRT,HUR,TOT,PC_LF,M,2017-12,8.1,
PRT,HUR,TOT,PC_LF,M,2018-01,8,
PRT,HUR,TOT,PC_LF,M,2018-02,7.7,
PRT,HUR,TOT,PC_LF,M,2018-03,7.6,
PRT,HUR,TOT,PC_LF,M,2018-04,7.3,
PRT,HUR,TOT,PC_LF,M,2018-05,7.2,
PRT,HUR,TOT,PC_LF,M,2018-06,7,
PRT,HUR,TOT,PC_LF,M,2018-07,7,
PRT,HUR,TOT,PC_LF,M,2018-08,7.1,
PRT,HUR,TOT,PC_LF,M,2018-09,6.8,
PRT,HUR,TOT,PC_LF,M,2018-10,6.8,
PRT,HUR,TOT,PC_LF,M,2018-11,6.8,
PRT,HUR,TOT,PC_LF,M,2018-12,6.7,
PRT,HUR,TOT,PC_LF,M,2019-01,6.7,
PRT,HUR,TOT,PC_LF,M,2019-02,6.6,
PRT,HUR,TOT,PC_LF,M,2019-03,6.6,
PRT,HUR,TOT,PC_LF,M,2019-04,6.7,
PRT,HUR,TOT,PC_LF,M,2019-05,6.7,
PRT,HUR,TOT,PC_LF,M,2019-06,6.7,
PRT,HUR,TOT,PC_LF,M,2019-07,6.6,
PRT,HUR,TOT,PC_LF,M,2019-08,6.5,
PRT,HUR,TOT,PC_LF,M,2019-09,6.7,
PRT,HUR,TOT,PC_LF,M,2019-10,6.6,
PRT,HUR,TOT,PC_LF,M,2019-11,6.8,
PRT,HUR,TOT,PC_LF,M,2019-12,6.8,
PRT,HUR,TOT,PC_LF,M,2020-01,6.9,
PRT,HUR,TOT,PC_LF,M,2020-02,6.6,
PRT,HUR,TOT,PC_LF,M,2020-03,6.3,
PRT,HUR,TOT,PC_LF,M,2020-04,6.4,
PRT,HUR,TOT,PC_LF,M,2020-05,6,
PRT,HUR,TOT,PC_LF,M,2020-06,7.5,
PRT,HUR,TOT,PC_LF,M,2020-07,8.1,
PRT,HUR,TOT,PC_LF,M,2020-08,8.2,
PRT,HUR,TOT,PC_LF,M,2020-09,8,
PRT,HUR,TOT,PC_LF,M,2020-10,7.6,
PRT,HUR,TOT,PC_LF,M,2020-11,7.2,
PRT,HUR,TOT,PC_LF,M,2020-12,6.9,
PRT,HUR,TOT,PC_LF,M,2021-01,7,
PRT,HUR,TOT,PC_LF,M,2021-02,6.9,
PRT,HUR,TOT,PC_LF,M,2021-03,6.6,
PRT,HUR,TOT,PC_LF,M,2021-04,7,
PRT,HUR,TOT,PC_LF,M,2021-05,7,
PRT,HUR,TOT,PC_LF,M,2021-06,6.8,
PRT,HUR,TOT,PC_LF,M,2021-07,6.6,
PRT,HUR,TOT,PC_LF,M,2021-08,6.3,
PRT,HUR,TOT,PC_LF,M,2021-09,6.4,
PRT,HUR,TOT,PC_LF,M,2021-10,6.4,
PRT,HUR,TOT,PC_LF,M,2021-11,6.3,
PRT,HUR,TOT,PC_LF,M,2021-12,5.8,
PRT,HUR,TOT,PC_LF,M,2022-01,6,
SVK,HUR,TOT,PC_LF,M,2010-11,13.9,
SVK,HUR,TOT,PC_LF,M,2010-12,13.8,
SVK,HUR,TOT,PC_LF,M,2011-01,13.8,
SVK,HUR,TOT,PC_LF,M,2011-02,13.7,
SVK,HUR,TOT,PC_LF,M,2011-03,13.6,
SVK,HUR,TOT,PC_LF,M,2011-04,13.6,
SVK,HUR,TOT,PC_LF,M,2011-05,13.5,
SVK,HUR,TOT,PC_LF,M,2011-06,13.4,
SVK,HUR,TOT,PC_LF,M,2011-07,13.4,
SVK,HUR,TOT,PC_LF,M,2011-08,13.5,
SVK,HUR,TOT,PC_LF,M,2011-09,13.6,
SVK,HUR,TOT,PC_LF,M,2011-10,13.7,
SVK,HUR,TOT,PC_LF,M,2011-11,13.8,
SVK,HUR,TOT,PC_LF,M,2011-12,13.9,
SVK,HUR,TOT,PC_LF,M,2012-01,13.8,
SVK,HUR,TOT,PC_LF,M,2012-02,13.8,
SVK,HUR,TOT,PC_LF,M,2012-03,13.7,
SVK,HUR,TOT,PC_LF,M,2012-04,13.9,
SVK,HUR,TOT,PC_LF,M,2012-05,13.8,
SVK,HUR,TOT,PC_LF,M,2012-06,13.7,
SVK,HUR,TOT,PC_LF,M,2012-07,13.8,
SVK,HUR,TOT,PC_LF,M,2012-08,13.9,
SVK,HUR,TOT,PC_LF,M,2012-09,13.8,
SVK,HUR,TOT,PC_LF,M,2012-10,14,
SVK,HUR,TOT,PC_LF,M,2012-11,14.2,
SVK,HUR,TOT,PC_LF,M,2012-12,14.3,
SVK,HUR,TOT,PC_LF,M,2013-01,14.3,
SVK,HUR,TOT,PC_LF,M,2013-02,14.4,
SVK,HUR,TOT,PC_LF,M,2013-03,14.3,
SVK,HUR,TOT,PC_LF,M,2013-04,14.3,
SVK,HUR,TOT,PC_LF,M,2013-05,14.2,
SVK,HUR,TOT,PC_LF,M,2013-06,14.2,
SVK,HUR,TOT,PC_LF,M,2013-07,14.1,
SVK,HUR,TOT,PC_LF,M,2013-08,14.1,
SVK,HUR,TOT,PC_LF,M,2013-09,14.1,
SVK,HUR,TOT,PC_LF,M,2013-10,14,
SVK,HUR,TOT,PC_LF,M,2013-11,14,
SVK,HUR,TOT,PC_LF,M,2013-12,13.9,
SVK,HUR,TOT,PC_LF,M,2014-01,13.8,
SVK,HUR,TOT,PC_LF,M,2014-02,13.7,
SVK,HUR,TOT,PC_LF,M,2014-03,13.6,
SVK,HUR,TOT,PC_LF,M,2014-04,13.4,
SVK,HUR,TOT,PC_LF,M,2014-05,13.3,
SVK,HUR,TOT,PC_LF,M,2014-06,13.1,
SVK,HUR,TOT,PC_LF,M,2014-07,13,
SVK,HUR,TOT,PC_LF,M,2014-08,13,
SVK,HUR,TOT,PC_LF,M,2014-09,12.7,
SVK,HUR,TOT,PC_LF,M,2014-10,12.6,
SVK,HUR,TOT,PC_LF,M,2014-11,12.5,
SVK,HUR,TOT,PC_LF,M,2014-12,12.4,
SVK,HUR,TOT,PC_LF,M,2015-01,12.3,
SVK,HUR,TOT,PC_LF,M,2015-02,12.1,
SVK,HUR,TOT,PC_LF,M,2015-03,11.9,
SVK,HUR,TOT,PC_LF,M,2015-04,11.7,
SVK,HUR,TOT,PC_LF,M,2015-05,11.5,
SVK,HUR,TOT,PC_LF,M,2015-06,11.4,
SVK,HUR,TOT,PC_LF,M,2015-07,11.4,
SVK,HUR,TOT,PC_LF,M,2015-08,11.3,
SVK,HUR,TOT,PC_LF,M,2015-09,11.2,
SVK,HUR,TOT,PC_LF,M,2015-10,11,
SVK,HUR,TOT,PC_LF,M,2015-11,10.9,
SVK,HUR,TOT,PC_LF,M,2015-12,10.7,
SVK,HUR,TOT,PC_LF,M,2016-01,10.4,
SVK,HUR,TOT,PC_LF,M,2016-02,10.3,
SVK,HUR,TOT,PC_LF,M,2016-03,10.1,
SVK,HUR,TOT,PC_LF,M,2016-04,10,
SVK,HUR,TOT,PC_LF,M,2016-05,9.9,
SVK,HUR,TOT,PC_LF,M,2016-06,9.7,
SVK,HUR,TOT,PC_LF,M,2016-07,9.6,
SVK,HUR,TOT,PC_LF,M,2016-08,9.5,
SVK,HUR,TOT,PC_LF,M,2016-09,9.3,
SVK,HUR,TOT,PC_LF,M,2016-10,9.1,
SVK,HUR,TOT,PC_LF,M,2016-11,9,
SVK,HUR,TOT,PC_LF,M,2016-12,8.8,
SVK,HUR,TOT,PC_LF,M,2017-01,8.6,
SVK,HUR,TOT,PC_LF,M,2017-02,8.5,
SVK,HUR,TOT,PC_LF,M,2017-03,8.5,
SVK,HUR,TOT,PC_LF,M,2017-04,8.4,
SVK,HUR,TOT,PC_LF,M,2017-05,8.3,
SVK,HUR,TOT,PC_LF,M,2017-06,8,
SVK,HUR,TOT,PC_LF,M,2017-07,7.9,
SVK,HUR,TOT,PC_LF,M,2017-08,7.8,
SVK,HUR,TOT,PC_LF,M,2017-09,7.8,
SVK,HUR,TOT,PC_LF,M,2017-10,7.7,
SVK,HUR,TOT,PC_LF,M,2017-11,7.6,
SVK,HUR,TOT,PC_LF,M,2017-12,7.5,
SVK,HUR,TOT,PC_LF,M,2018-01,7.3,
SVK,HUR,TOT,PC_LF,M,2018-02,7.1,
SVK,HUR,TOT,PC_LF,M,2018-03,6.9,
SVK,HUR,TOT,PC_LF,M,2018-04,6.8,
SVK,HUR,TOT,PC_LF,M,2018-05,6.7,
SVK,HUR,TOT,PC_LF,M,2018-06,6.6,
SVK,HUR,TOT,PC_LF,M,2018-07,6.4,
SVK,HUR,TOT,PC_LF,M,2018-08,6.2,
SVK,HUR,TOT,PC_LF,M,2018-09,6.2,
SVK,HUR,TOT,PC_LF,M,2018-10,6.2,
SVK,HUR,TOT,PC_LF,M,2018-11,6.1,
SVK,HUR,TOT,PC_LF,M,2018-12,6,
SVK,HUR,TOT,PC_LF,M,2019-01,5.9,
SVK,HUR,TOT,PC_LF,M,2019-02,5.8,
SVK,HUR,TOT,PC_LF,M,2019-03,5.7,
SVK,HUR,TOT,PC_LF,M,2019-04,5.7,
SVK,HUR,TOT,PC_LF,M,2019-05,5.7,
SVK,HUR,TOT,PC_LF,M,2019-06,5.7,
SVK,HUR,TOT,PC_LF,M,2019-07,5.7,
SVK,HUR,TOT,PC_LF,M,2019-08,5.6,
SVK,HUR,TOT,PC_LF,M,2019-09,5.7,
SVK,HUR,TOT,PC_LF,M,2019-10,5.6,
SVK,HUR,TOT,PC_LF,M,2019-11,5.7,
SVK,HUR,TOT,PC_LF,M,2019-12,5.8,
SVK,HUR,TOT,PC_LF,M,2020-01,5.9,
SVK,HUR,TOT,PC_LF,M,2020-02,6,
SVK,HUR,TOT,PC_LF,M,2020-03,6,
SVK,HUR,TOT,PC_LF,M,2020-04,6.5,
SVK,HUR,TOT,PC_LF,M,2020-05,6.6,
SVK,HUR,TOT,PC_LF,M,2020-06,6.7,
SVK,HUR,TOT,PC_LF,M,2020-07,7,
SVK,HUR,TOT,PC_LF,M,2020-08,7.1,
SVK,HUR,TOT,PC_LF,M,2020-09,6.9,
SVK,HUR,TOT,PC_LF,M,2020-10,7,
SVK,HUR,TOT,PC_LF,M,2020-11,7,
SVK,HUR,TOT,PC_LF,M,2020-12,7.1,
SVK,HUR,TOT,PC_LF,M,2021-01,7.1,
SVK,HUR,TOT,PC_LF,M,2021-02,7.1,
SVK,HUR,TOT,PC_LF,M,2021-03,7.2,
SVK,HUR,TOT,PC_LF,M,2021-04,7.1,
SVK,HUR,TOT,PC_LF,M,2021-05,7,
SVK,HUR,TOT,PC_LF,M,2021-06,6.9,
SVK,HUR,TOT,PC_LF,M,2021-07,6.7,
SVK,HUR,TOT,PC_LF,M,2021-08,6.6,
SVK,HUR,TOT,PC_LF,M,2021-09,6.5,
SVK,HUR,TOT,PC_LF,M,2021-10,6.4,
SVK,HUR,TOT,PC_LF,M,2021-11,6.4,
SVK,HUR,TOT,PC_LF,M,2021-12,6.4,
SVK,HUR,TOT,PC_LF,M,2022-01,6.4,
ESP,HUR,TOT,PC_LF,M,2010-11,20.2,
ESP,HUR,TOT,PC_LF,M,2010-12,20.4,
ESP,HUR,TOT,PC_LF,M,2011-01,20.5,
ESP,HUR,TOT,PC_LF,M,2011-02,20.6,
ESP,HUR,TOT,PC_LF,M,2011-03,20.6,
ESP,HUR,TOT,PC_LF,M,2011-04,20.6,
ESP,HUR,TOT,PC_LF,M,2011-05,20.6,
ESP,HUR,TOT,PC_LF,M,2011-06,21,
ESP,HUR,TOT,PC_LF,M,2011-07,21.3,
ESP,HUR,TOT,PC_LF,M,2011-08,21.7,
ESP,HUR,TOT,PC_LF,M,2011-09,22.1,
ESP,HUR,TOT,PC_LF,M,2011-10,22.4,
ESP,HUR,TOT,PC_LF,M,2011-11,22.7,
ESP,HUR,TOT,PC_LF,M,2011-12,23,
ESP,HUR,TOT,PC_LF,M,2012-01,23.3,
ESP,HUR,TOT,PC_LF,M,2012-02,23.7,
ESP,HUR,TOT,PC_LF,M,2012-03,23.9,
ESP,HUR,TOT,PC_LF,M,2012-04,24.2,
ESP,HUR,TOT,PC_LF,M,2012-05,24.6,
ESP,HUR,TOT,PC_LF,M,2012-06,24.8,
ESP,HUR,TOT,PC_LF,M,2012-07,25.1,
ESP,HUR,TOT,PC_LF,M,2012-08,25.2,
ESP,HUR,TOT,PC_LF,M,2012-09,25.5,
ESP,HUR,TOT,PC_LF,M,2012-10,25.7,
ESP,HUR,TOT,PC_LF,M,2012-11,26,
ESP,HUR,TOT,PC_LF,M,2012-12,26.1,
ESP,HUR,TOT,PC_LF,M,2013-01,26.3,
ESP,HUR,TOT,PC_LF,M,2013-02,26.4,
ESP,HUR,TOT,PC_LF,M,2013-03,26.3,
ESP,HUR,TOT,PC_LF,M,2013-04,26.2,
ESP,HUR,TOT,PC_LF,M,2013-05,26.2,
ESP,HUR,TOT,PC_LF,M,2013-06,26.1,
ESP,HUR,TOT,PC_LF,M,2013-07,26.2,
ESP,HUR,TOT,PC_LF,M,2013-08,26.1,
ESP,HUR,TOT,PC_LF,M,2013-09,26,
ESP,HUR,TOT,PC_LF,M,2013-10,26,
ESP,HUR,TOT,PC_LF,M,2013-11,25.9,
ESP,HUR,TOT,PC_LF,M,2013-12,25.6,
ESP,HUR,TOT,PC_LF,M,2014-01,25.6,
ESP,HUR,TOT,PC_LF,M,2014-02,25.3,
ESP,HUR,TOT,PC_LF,M,2014-03,25.1,
ESP,HUR,TOT,PC_LF,M,2014-04,24.8,
ESP,HUR,TOT,PC_LF,M,2014-05,24.6,
ESP,HUR,TOT,PC_LF,M,2014-06,24.3,
ESP,HUR,TOT,PC_LF,M,2014-07,24.3,
ESP,HUR,TOT,PC_LF,M,2014-08,24.1,
ESP,HUR,TOT,PC_LF,M,2014-09,23.9,
ESP,HUR,TOT,PC_LF,M,2014-10,23.9,
ESP,HUR,TOT,PC_LF,M,2014-11,23.8,
ESP,HUR,TOT,PC_LF,M,2014-12,23.7,
ESP,HUR,TOT,PC_LF,M,2015-01,23.5,
ESP,HUR,TOT,PC_LF,M,2015-02,23.2,
ESP,HUR,TOT,PC_LF,M,2015-03,22.9,
ESP,HUR,TOT,PC_LF,M,2015-04,22.7,
ESP,HUR,TOT,PC_LF,M,2015-05,22.4,
ESP,HUR,TOT,PC_LF,M,2015-06,22.2,
ESP,HUR,TOT,PC_LF,M,2015-07,21.8,
ESP,HUR,TOT,PC_LF,M,2015-08,21.5,
ESP,HUR,TOT,PC_LF,M,2015-09,21.3,
ESP,HUR,TOT,PC_LF,M,2015-10,21.2,
ESP,HUR,TOT,PC_LF,M,2015-11,21,
ESP,HUR,TOT,PC_LF,M,2015-12,20.8,
ESP,HUR,TOT,PC_LF,M,2016-01,20.6,
ESP,HUR,TOT,PC_LF,M,2016-02,20.5,
ESP,HUR,TOT,PC_LF,M,2016-03,20.3,
ESP,HUR,TOT,PC_LF,M,2016-04,20.3,
ESP,HUR,TOT,PC_LF,M,2016-05,20.1,
ESP,HUR,TOT,PC_LF,M,2016-06,19.8,
ESP,HUR,TOT,PC_LF,M,2016-07,19.5,
ESP,HUR,TOT,PC_LF,M,2016-08,19.2,
ESP,HUR,TOT,PC_LF,M,2016-09,19.1,
ESP,HUR,TOT,PC_LF,M,2016-10,18.8,
ESP,HUR,TOT,PC_LF,M,2016-11,18.8,
ESP,HUR,TOT,PC_LF,M,2016-12,18.6,
ESP,HUR,TOT,PC_LF,M,2017-01,18.5,
ESP,HUR,TOT,PC_LF,M,2017-02,18.3,
ESP,HUR,TOT,PC_LF,M,2017-03,18.1,
ESP,HUR,TOT,PC_LF,M,2017-04,17.6,
ESP,HUR,TOT,PC_LF,M,2017-05,17.3,
ESP,HUR,TOT,PC_LF,M,2017-06,17,
ESP,HUR,TOT,PC_LF,M,2017-07,16.7,
ESP,HUR,TOT,PC_LF,M,2017-08,16.6,
ESP,HUR,TOT,PC_LF,M,2017-09,16.6,
ESP,HUR,TOT,PC_LF,M,2017-10,16.6,
ESP,HUR,TOT,PC_LF,M,2017-11,16.7,
ESP,HUR,TOT,PC_LF,M,2017-12,16.6,
ESP,HUR,TOT,PC_LF,M,2018-01,16.5,
ESP,HUR,TOT,PC_LF,M,2018-02,16.4,
ESP,HUR,TOT,PC_LF,M,2018-03,16.1,
ESP,HUR,TOT,PC_LF,M,2018-04,15.7,
ESP,HUR,TOT,PC_LF,M,2018-05,15.4,
ESP,HUR,TOT,PC_LF,M,2018-06,15.1,
ESP,HUR,TOT,PC_LF,M,2018-07,14.8,
ESP,HUR,TOT,PC_LF,M,2018-08,14.7,
ESP,HUR,TOT,PC_LF,M,2018-09,14.7,
ESP,HUR,TOT,PC_LF,M,2018-10,14.6,
ESP,HUR,TOT,PC_LF,M,2018-11,14.6,
ESP,HUR,TOT,PC_LF,M,2018-12,14.5,
ESP,HUR,TOT,PC_LF,M,2019-01,14.4,
ESP,HUR,TOT,PC_LF,M,2019-02,14.4,
ESP,HUR,TOT,PC_LF,M,2019-03,14.3,
ESP,HUR,TOT,PC_LF,M,2019-04,14.2,
ESP,HUR,TOT,PC_LF,M,2019-05,14.1,
ESP,HUR,TOT,PC_LF,M,2019-06,14.1,
ESP,HUR,TOT,PC_LF,M,2019-07,14.1,
ESP,HUR,TOT,PC_LF,M,2019-08,14.1,
ESP,HUR,TOT,PC_LF,M,2019-09,14,
ESP,HUR,TOT,PC_LF,M,2019-10,13.9,
ESP,HUR,TOT,PC_LF,M,2019-11,13.9,
